Game Name,Developer,Release year,Price,Genres,Review %,Max Reviewers,Minimum Owners,Maximum Owners
 Refuge For Troubles. Episode 1: Dear Stranger,"Victor Hirut, Sally Hirut",2021,2.99,"Adventure, Indie",0.0,0,0,20000
 Spin & Roll,Savania Games,2021,6.99,"Action, Casual, Indie",0.0,,0,20000
 Freed Soft,RDU Game IT company,2021,6.99,"Adventure, Indie, Simulation, Strategy, Early Access",0.0,0,0,20000
 L'Onza the Bounty Hunter,Built In A Day Games,2021,1.99,Action,0.0,,20000,50000
 Hajji Tours,Salam Softwork Studio,2021,5.99,"Adventure, Casual, Simulation",0.0,,0,20000
 RC Airplane Challenge,Strange Games Studios,2021,9.99,"Action, Casual, Simulation, Early Access",0.0,0,0,20000
 To The Snowland Platformer Game,Karaman Games,2021,2.99,"Action, Indie",0.0,,0,20000
 Boring in paradise,Timofei Usikov,2021,1.99,"Casual, Indie, Racing",0.0,0,0,20000
 A Western Drama,TriBit Studio,2021,19.99,Indie,0.0,,0,20000
 Moon Caves,RPROGaming,2021,4.99,"Action, Indie, RPG",0.0,,0,20000
 Crumbling City,"Sieben De Beule (Prozilla), David De Beule, Joshua Shneier",2021,9.99,"Action, Indie, Simulation, Early Access",0.0,,0,20000
 DW,Space Dog,2021,7.99,"Adventure, Indie, RPG",0.0,,0,20000
 Elastic Fantastic,Christian Waugh,2021,4.99,Indie,0.0,,0,20000
 Net King's Call,Greystone Games,2021,19.99,"Action, Indie, Strategy, Early Access",0.0,,0,20000
 Double world. cave song castle,Ender里特莫,2021,0.99,"Action, Adventure, Indie, RPG, Early Access",0.0,,20000,50000
 Gun-REViper,naga84games,2021,14.99,"Action, Indie, Early Access",0.0,,0,20000
 Customers From Hell - Game For Retail Workers (Zombie Survival Game),Steelkrill Studio,2021,7.99,"Action, Adventure, Casual, Indie, Massively Multiplayer, Simulation",0.0,0,0,20000
 Swiss Alps Jigsaw Puzzles,Boogygames Studios,2021,2.99,"Adventure, Casual, Indie, Strategy",0.0,,0,20000
 T. B. P.,Laush Dmitriy Sergeevich,2021,1.99,"Casual, Indie, Simulation",0.0,,0,20000
 Shoot Your Friends,Fancy Pigeon Studios Ltd.,2021,4.99,"Action, Casual",0.0,,0,20000
 Nonestory P1,anotherGD,2021,1.99,"Adventure, Indie, RPG",0.0,,0,20000
 Kakuro Blend,Ryan Clarke,2021,0.99,"Casual, Indie",0.0,,0,20000
 PLAYspace Virtual Music Library,LIB,2021,1.99,"Audio Production, Photo Editing, Utilities, Video Production",0.0,,0,20000
 District 99,PolyGames,2021,1.99,"Action, Adventure, Indie, Simulation, Early Access",0.0,,0,20000
 Halloween Night Mahjong,Creobit,2021,4.99,Casual,0.0,,0,20000
 Franky the Bumwalker: REBORN,Onlyjoy's production,2021,3.99,"Adventure, Casual, Indie",0.0,,0,20000
 Cats In Space,Jan Radtke,2021,4.99,Adventure,0.0,0,0,20000
 Nebuli,Spiky Software LLC,2021,9.99,"Action, Indie",0.0,,0,20000
 The Curse of Illmoore Bay,Second Dimension,2021,14.99,"Action, Adventure, Casual, Indie",0.0,,20000,50000
 Batallas Galacticas,Luis Pedro Lopez Perez,2021,4.99,"Adventure, Indie, Racing",0.0,,0,20000
 Kosmonavtes: Academy Escape,LKMAD,2021,3.99,"Adventure, Casual, Indie",0.0,,0,20000
 Slav Dangerous,Babooshka Bytes,2021,9.99,"Indie, Strategy",0.0,0,0,20000
 DreamCatcher: Reflections Volume 1,Skelebun Studios,2021,4.99,Casual,0.0,,20000,50000
 Candy Fall,Fortcullis Games,2021,0.99,"Casual, Indie",0.0,,0,20000
 Paintings Jigsaw Puzzles,Boogygames Studios,2021,3.99,"Adventure, Casual, Indie, Strategy",0.0,,0,20000
 Bullet Time,indiegames3000,2021,0.99,"Action, Indie",0.0,,20000,50000
 Orbatron,Tobias Miller,2021,14.99,Action,0.0,,0,20000
 Mariuccha Alchemy Queen,Nuskadamo,2021,7.99,"Indie, RPG, Simulation, Strategy",0.0,0,0,20000
 Sophistry - Love & Despair,2 Cubs Studio,2021,0.0,"Casual, Indie, Simulation",0.0,0,0,20000
 Drabidiboo,Morgan Vitale,2021,19.99,"Casual, Indie, RPG, Strategy, Early Access",0.0,,0,20000
 A Nasty Farm,TwojeYndie,2021,3.99,"Action, Indie",0.0,,0,20000
 Neon Shooter,Busy B Studios LLC,2021,1.99,Action,0.0,,0,20000
 Disaster crisis/灾难危机,YLO GAME,2021,6.99,"Adventure, Indie, RPG",0.0,0,0,20000
 The Sisters - Party of the Year,Balio Studio,2021,29.99,"Adventure, Casual",0.0,,20000,50000
 Mind Lock,Lunar Penguin Media LLC,2021,4.99,"Action, Adventure, Indie, RPG, Early Access",0.0,,0,20000
 PLACEFRONT,PlasmaBrain Studios,2021,12.99,"Adventure, Casual, Indie, Simulation",0.0,,0,20000
 The Last From Mars,Cualit Eng. Ltda.,2021,7.99,"Action, Adventure, Casual, RPG, Early Access",0.0,,0,20000
 Cosmic Magus,SnowFiend Studios,2021,0.0,"Action, Casual, Indie, Simulation, Strategy",0.0,,0,20000
 Survival on Amazonia,Noxurtica,2021,24.99,RPG,0.0,,0,20000
 Super Dream Dasher,Puddleside,2021,19.99,"Action, Adventure, Indie",0.0,,0,20000
 Life Is Not The End - Jump!,PIXSYNT,2021,0.99,"Casual, Indie",0.0,0,0,20000
 Aritana and the Twin Masks,Duaik Entretenimento,2021,16.99,"Adventure, Indie",0.0,,0,20000
 鸭子达奇 Duck Duchy,ShuiMUMU,2021,2.99,"Adventure, Casual, Indie",0.0,,0,20000
 Weatherworn: The Adventure of Pap & Pup,Jeremy Waltman,2021,9.99,"Action, Adventure, Indie, RPG",0.0,0,0,20000
 Zombie Friday,Nocturnis9,2021,0.99,Indie,0.0,,0,20000
 Cyclotronica,"Randy Lee Blain, Jason Blain",2021,9.99,"Action, Racing",0.0,,0,20000
 Road Flash,Tamashii,2021,0.49,"Adventure, Casual, Indie, Racing",0.0,,0,20000
 To Save Humanity From Virus,Tomas Daugela,2021,3.99,"Adventure, Indie, Simulation, Strategy",0.0,,0,20000
 Choco Pixel X,Blender Games,2021,1.99,"Casual, Indie",0.0,,0,20000
 Pilot's Misadventures,SG Interactive,2021,0.99,"Action, Indie",0.0,,0,20000
 Thrilling Triple Treat,ERMedia,2021,9.99,"Action, Adventure, Casual, Indie",0.0,0,0,20000
 Bear Haven Nights 2,SunRay Games,2021,7.99,"Action, Indie, Simulation",0.0,,0,20000
 Heli Golf,Heli Golf,2021,44.99,"Casual, Sports",0.0,0,0,20000
 Lux mina,JOIS Games,2021,9.99,"Action, Adventure, RPG, Early Access",0.0,,0,20000
 A Mysterious Gallery,M.R. Games,2021,6.99,"Casual, Indie",0.0,,0,20000
 Safari Zone,Tiger Collins,2021,4.99,"Casual, Indie",0.0,,0,20000
 Lair Hockey,Never Written Games,2021,9.99,"Action, Adventure, Indie, Simulation",0.0,,0,20000
 Eluxia Enigma,Mikkotheque,2021,9.99,"Action, Adventure, Indie",0.0,,0,20000
 Super Huey 1 & 2 Airdrop,"Cosmi, Big Boat Interactive",2021,9.99,"Action, Simulation",0.0,,0,20000
 BIRBOUT!,Jazztache,2021,8.99,"Action, Casual, in Early Access",0.0,,0,20000
 JPN Burst,Thomas Ngo,2021,4.99,"Casual, Indie, Simulation, Early Access",0.0,,0,20000
 Stuck Together,Digital Pine Studios,2021,3.99,"Action, Casual, Indie, Early Access",0.0,,0,20000
 Rain of Arrows,Business Dog Studio,2021,14.99,"Action, Indie",0.0,,0,20000
 Beard of Stone,Dwarfaparte Games,2021,14.99,Strategy,0.0,,0,20000
 Old Hunter,GreatHopeStudio,2021,4.99,Indie,0.0,0,0,20000
 Station 17,Ginger Tree Games,2021,4.99,Indie,0.0,,0,20000
 Archie,Ural Hedgehog,2021,7.99,"Casual, Indie",0.0,,0,20000
 Plunger Simulator,Derrick Davison,2021,4.99,"Casual, Indie, Simulation",0.0,,0,20000
 CABOUS,Hala Al Masoud,2021,3.99,"Adventure, Indie",0.0,,0,20000
 Aeternum Quest,Wathitdew Record,2021,9.99,"Adventure, RPG",0.0,,0,20000
 Ada And Cal,Antarsoft,2021,2.99,"Adventure, Casual, Indie",0.0,,0,20000
 Jack and the Beanstalk Jigsaw Puzzle,Tribus Games Indie,2021,1.99,Casual,0.0,,0,20000
 Monkey Hit,QuickBobber,2021,5.99,"Action, Adventure, Indie",0.0,,0,20000
 Whack A Rat VR,Derrick Davison,2021,2.99,"Casual, Indie, Simulation",0.0,0,0,20000
 The Annoying Game,"Michal Ambrozej, The Piano Chap",2021,3.99,"Casual, Indie",0.0,,0,20000
 Gun on the Chickahominy,Cyberek,2021,4.99,"Action, Casual, Indie",0.0,,0,20000
 Ele-Mental,Hyper Thetical Games,2021,11.99,"Action, Indie",0.0,,0,20000
 Zen Cube,Derik Moretti da Silveira,2021,0.99,"Casual, Indie, Strategy",0.0,,0,20000
 REDITUM,EBStar,2021,7.99,"Indie, Strategy",0.0,0,0,20000
 Ember Knight Solitaire,The Revills Games,2021,4.99,Casual,0.0,,0,20000
 Race - Total Toon Race,Andreas Otten,2021,1.99,"Action, Casual, Indie, Racing, Simulation, Sports",0.0,,0,20000
 ShootOut(SystemD),sillikone,2021,12.99,Action,0.0,,0,20000
 Code Lab（代码实验室）,Ardyn,2021,2.99,"Indie, Simulation, Strategy",0.0,,0,20000
 Superhero Recruitment Simulator,krishGames,2021,3.99,"Indie, Simulation",0.0,,0,20000
 SUPER METBOY!,REBUILD GAMES,2021,9.99,"Action, Casual, Indie",0.0,,0,20000
 Drone Gladiator,Flying Islands Team,2021,4.99,"Action, Indie",0.0,,0,20000
 Liberation Mutagenix,McCollum Games,2021,4.99,Indie,0.0,,0,20000
 Scientific Shutdown,Define Logic Studios,2021,11.99,Action,0.0,,0,20000
 Retrograde,Steven Krupski,2021,10.99,"Action, Indie, Massively Multiplayer",0.0,,0,20000
 Castle Itter - The Strangest Battle of WWII,Jérémy Zurcher,2021,8.99,"Indie, Simulation, Strategy",0.0,,0,20000
 Cooking Trip New Challenge,GameOn Production,2021,9.99,Casual,0.0,,0,20000
 Veg Out Crew,Guy Kimpton,2021,2.99,"Adventure, Casual, Indie, Early Access",0.0,,0,20000
 The Girl Who Sees,InterIntellectus NFP,2021,8.99,"Adventure, Indie, RPG",0.0,,100000,200000
 Tatarian aster,ChaosSaltDev,2021,3.99,"Adventure, Indie",0.0,,0,20000
 Present Danger,A Winters Night,2021,1.99,"Action, Casual, Indie",0.0,,0,20000
 Void Explorer,"Theodore King, Dylan Harrison, Alex Stahly, Faith King, Camdym Charles",2021,0.99,"Action, Indie",0.0,,0,20000
 Detective Riddles - Sherlock's Heritage 2,Somer Games,2021,4.99,Casual,0.0,,0,20000
 ExZeus: The Complete Collection,"HyperDevbox, Sickhead Games",2021,12.99,Action,0.0,,0,20000
 Tapeworm Disco Puzzle,"Alastair Low, Valdir Salgueiro",2021,9.99,"Casual, Indie, Strategy",0.0,,0,20000
 Red Man,Madkang,2021,0.99,"Adventure, Indie",0.0,,0,20000
 Sea Battle: Annihilation,LaxieStudios,2021,1.99,Casual,0.0,,0,20000
 Fight for that Ball,Beardman Studios,2021,4.99,"Action, Indie, Sports",0.0,0,0,20000
 雪糕猫,勇敢的小喵喵,2021,2.99,"Casual, Indie",0.0,,0,20000
 A Snake In A Maze,Dovii Games,2021,3.99,Casual,0.0,,0,20000
 Dream's Reach: Village of the Gods,Hinge Games Ltd.,2021,,"Action, Adventure, Indie, RPG, in Early Access",0.0,0,0,20000
 ITERRIA ZONE,Artem W,2021,9.99,"Action, Indie, Early Access",0.0,,0,20000
 Mage Mountain,Wonderbounce Games,2021,9.99,"Indie, RPG, Strategy, Early Access",0.0,,0,20000
 Four Kings: Video Poker,Digital Leisure Inc.,2021,4.99,"Casual, Strategy",0.0,,0,20000
 Confusing game,ELFAS,2021,2.99,"Casual, Indie",0.0,,0,20000
 The King of Warriors : Battle in the Three Kingdoms,UnieWare,2021,14.99,"Action, Indie",0.0,,0,20000
 The Chronicler,Octavi Navarro,2021,6.99,"Adventure, Indie, RPG, Early Access",0.0,,0,20000
 Escape From Ruby Castle,Ruby Dragon Software,2021,2.99,"Adventure, Indie",0.0,,0,20000
 Universe 25,The Northern Bureau,2021,4.99,Adventure,0.0,,100000,200000
 Raster Prime [REMIX],Punk Labs LLC,2021,4.99,"Casual, Indie",0.0,,50000,100000
 Infinity Square,XYZStudio,2021,4.99,"Casual, Indie",0.0,0,0,20000
 Lingering Legacy,AshuriiYuki Productions,2021,9.99,"Action, Adventure, Indie, RPG",0.0,,0,20000
 Weapons Knight,MochaDev,2021,4.99,"Action, Adventure, Indie, Strategy",0.0,,0,20000
 TETRIX 3D,brusnik.com,2021,6.99,"Action, Casual, Indie",0.0,0,0,20000
 Mecha Tactics,NullBudget Games,2021,1.79,Strategy,0.0,,20000,50000
 Selene's Nightmare,HV,2021,0.49,"Action, Adventure, Indie",0.0,0,0,20000
 Air Hunter,VensusGAMES,2021,4.99,"Indie, Simulation",0.0,,0,20000
 The Chatters Show,FumetsuHito,2021,4.99,Casual,0.0,0,0,20000
 Bullfrogs,DarkStride Games,2021,9.99,"Casual, Indie, Strategy",0.0,,0,20000
 QB Planets,Madowl Games,2021,9.99,"Casual, Indie",0.0,0,0,20000
 INFEES,GreQu,2021,13.99,"Action, Indie, Early Access",0.0,0,0,20000
 Pogo Rocket,Big Boy Games,2021,9.99,"Action, Adventure, Indie, Early Access",0.0,,0,20000
 EPEJSODION Lodge,Tadeusz Lorkowski,2021,4.99,"Casual, Sports, Early Access",0.0,,0,20000
 Killer Gin Battle Arcade,The Killer Gin,2021,9.99,"Action, Casual, Indie, Early Access",0.0,,0,20000
 Light Up The Room,Nickolas Machado,2021,0.99,"Action, Casual, Indie",0.0,,0,20000
 Coalhero,逼囉啵囉逼,2021,0.99,"Action, Adventure, RPG",0.0,,0,20000
 Unreal Sandbox,Blockout22,2021,2.99,Casual,0.0,,0,20000
 Chromatic Fantasy,alevgor,2021,8.99,Indie,0.0,,0,20000
 Puzzle Box,BrainVM Games,2021,4.99,"Adventure, Casual, Indie",0.0,,0,20000
 Changes,Et Al Games,2021,19.99,Indie,0.0,,0,20000
 Multia Space Program,Crazy Dog Games Tmi,2021,1.99,"Adventure, Simulation",0.0,,0,20000
 Mars Quest,JRC,2021,2.99,"Action, Casual, Indie",0.0,,20000,50000
 Metal Swarm Infinity,"Andrew Nutter666 Jaggar, George Dutton",2021,4.99,"Action, Indie",0.0,,0,20000
 Wasting Away,Creepy Crew,2021,3.99,"Action, Indie",0.0,,0,20000
 MouthSimulater: MelonSeedsCracker,WANGXING,2021,1.99,"Casual, Simulation",0.0,,0,20000
 Empower,DespoDev,2021,17.99,"Action, Indie, Simulation, Early Access",0.0,,20000,50000
 Daffy Fish,William Anderson,2021,0.99,"Action, Casual, Indie",0.0,,0,20000
 Pippu - Bauble Quest,Chequered Ink Ltd.,2021,3.99,"Action, Adventure, Casual",0.0,,0,20000
 Project Hacker,HecThoor Entertainment,2021,8.99,"Action, Casual, Indie, Strategy",0.0,,0,20000
 Chromatic Labyrinth,LVTomDesign,2021,1.99,"Action, Indie",0.0,,0,20000
 Avarice,Rabid Troll Studios LLC,2021,4.99,"Action, Adventure, Indie",0.0,,0,20000
 Daldos,Vanaheim Team,2021,12.99,"Indie, Massively Multiplayer, Sports, Strategy, Early Access",0.0,,0,20000
 Metaverse: Origins,Penumbra.tech,2021,9.99,"Adventure, Indie, Simulation, Strategy, Early Access",0.0,,0,20000
 Opa Definitive Edition,"Cubko, JohnDann",2021,2.99,"Casual, Indie",0.0,,0,20000
 Need For Conquest,Michal Wojcik,2021,9.99,"Indie, Strategy",0.0,,0,20000
 MINICHEF,guinub,2021,2.99,"Casual, Indie",0.0,,0,20000
 Keyboard Master,Music Games For All,2021,0.99,"Casual, Indie",0.0,,0,20000
 Solitaire Victorian Picnic 2,Somer Games,2021,4.99,Casual,0.0,,0,20000
 Solitaire Jack Frost Winter Adventures 2,Somer Games,2021,4.99,Casual,0.0,,0,20000
 Spooky Mahjong,Jet Fundo,2021,4.99,Casual,0.0,,0,20000
 The Great Pickle Adventure,techkitchensink,2021,14.99,"Action, Adventure, Casual, Indie, Early Access",0.0,,0,20000
 We Are Live,Ventus Games,2021,14.99,"RPG, Strategy, Early Access",0.0,,0,20000
 Astralis,Vizek,2021,2.99,Action,0.0,,20000,50000
 ArtPuzzle VR,ART2.team,2021,9.99,"Casual, Indie, Simulation",0.0,,0,20000
 Sam & MaRU,Space Cadet Interactive,2021,9.99,Indie,0.0,,0,20000
 Chrome Switcher,PixelSteel Studios,2021,4.99,Indie,0.0,0,0,20000
 Keezeh The Spector of Time,rabbani prottoy,2021,1.0,"Action, Adventure, Indie, RPG",0.0,,0,20000
 Marcella Moon: Curse of the Black Cat,Hidden Ocean Games,2021,9.99,"Adventure, Indie",0.0,,0,20000
 Woebegone Woods,Woebegone Interactive LLC,2021,4.99,"Casual, Indie, Strategy",0.0,,20000,50000
 Calculate It!,OriShake Software,2021,1.99,"Casual, Indie, Simulation, Strategy",0.0,,0,20000
 Frogiee,"Peter Kragh, Thomas Lauridsen",2021,3.99,"Action, Casual, Indie",0.0,,0,20000
 Small Town Terrors: Galdor's Bluff Collector's Edition,Gunnar Games,2021,7.99,"Adventure, Casual",0.0,,0,20000
 SUPER DUPER ISLAND ADVENTURE,MSM: the lonely dane,2021,0.99,"Adventure, Casual",0.0,,0,20000
 Dream Catchers,AlimoliStudio,2021,0.99,"Adventure, Casual, Indie",0.0,,0,20000
 Cliffhanger: Challenger of Tomorrow,Choice of Games,2021,5.99,"Action, Adventure, Casual, Indie, RPG",0.0,,20000,50000
 Spacey Vade,Brown Bot,2021,4.99,"Action, Casual, Indie",0.0,,0,20000
 R-Naught,Jirapher,2021,9.99,"Adventure, Indie, RPG",0.0,,0,20000
 Color Pixel Heroes,Boogygames Studios,2021,1.99,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy",0.0,,20000,50000
 Karanos Solitaire,Rokas,2021,2.99,Indie,0.0,,0,20000
 G-MODEアーカイブス15 ちゅら島暮らし,G-MODE,2021,4.99,Simulation,0.0,,0,20000
 Thrice in a row: A new adventure,Kedexa,2021,19.99,Casual,0.0,,0,20000
 Nekoba RocknRoll,leimonya,2021,5.99,Action,0.0,,0,20000
 Battle Rollers,Amethyst Ram Studios,2021,4.99,"Action, Casual, Indie, Strategy",0.0,,0,20000
 Woute,Laush Dmitriy Sergeevich,2021,2.99,"Adventure, Casual, Indie",0.0,,0,20000
 Haunted Hotel: Phoenix Collector's Edition,Elephant Games,2021,9.99,"Adventure, Casual",0.0,,0,20000
 Key: Maze of Illusions,Siene Games,2021,5.59,"Action, Adventure, Indie, RPG, Strategy",0.0,,0,20000
 Dot Dash Dot,Organic Games,2021,1.99,"Action, Casual",0.0,,0,20000
 Loopindex,Somepx,2021,4.99,"Action, Casual, Indie",0.0,,0,20000
 什么找茬,苒紫网络,2021,2.99,Casual,0.0,,0,20000
 Manual Intervention VR,Spannerworx,2021,2.99,"Action, Casual, Indie",0.0,,0,20000
 Chicken Utopia,Jason White,2021,5.99,"Action, Indie",0.0,,0,20000
 Frosty Jumper,Anderson do Vale,2021,0.99,"Casual, Indie",0.0,,0,20000
 Lord of the Sea,Cloud Cake,2021,6.99,"Adventure, Casual, Strategy",0.0,,0,20000
 Chuhou Joutai 2: Paraided!,Drillimation Systems,2021,4.99,"Action, Indie",0.0,,50000,100000
 The Indestructible Moxy Boxy,Playvir Productions,2021,10.99,"Action, Adventure, Indie",0.0,,0,20000
 The Insignia Project,Dark End Studios,2021,1.99,"Indie, Early Access",0.0,0,50000,100000
 Yoko & Yuki: Dr. Rat's Revenge,Hoodoo Bear,2021,4.99,Adventure,0.0,,0,20000
 Smackit hamster,xuechengyu,2021,2.99,"Casual, Indie, Strategy, Early Access",0.0,,0,20000
 Peg Solitaire,Terrestrial Games LLC,2021,1.99,"Casual, Indie, Strategy",0.0,,50000,100000
 幻想殇物语,Blue Pigeon,2021,1.99,"Adventure, Indie, RPG, Early Access",0.0,,0,20000
 Retro Classix: BreakThru,Data East,2021,6.99,Action,0.0,,0,20000
 Aplestia: Retold,Orfeas Game Studio,2021,8.49,"Adventure, Casual, Indie, RPG",0.0,,0,20000
 Slime Labs,Pandering Entertainment,2021,9.99,"Action, Adventure, Indie",0.0,,0,20000
 Mystery Solitaire Grimm's Tales 3,Somer Games,2021,4.99,Casual,0.0,,0,20000
 Orbit-X,Different Gravity Games,2021,7.99,"Action, Casual, Indie, Simulation, Strategy",0.0,,20000,50000
 Joystick Party: LAN Controller Emulator,Jaisa Studio,2021,4.99,Utilities,0.0,0,0,20000
 SuperSecret,Joe Pinney,2021,1.99,"Action, Adventure, Casual, Indie",0.0,,20000,50000
 Spherical Trilogy,N P GAMES,2021,4.99,"Adventure, Casual, Strategy",0.0,0,0,20000
 duamo,Maksim Chugunov,2021,4.99,"Casual, Indie",0.0,,0,20000
 PRINCESS IN AIRINESS,Broken Desk,2021,3.99,"Action, Indie",0.0,,0,20000
 Seblen: Battle!,Legible Solutions,2021,0.99,Casual,0.0,,0,20000
 简单的跑酷(Simple parkour),tree,2021,0.99,Casual,0.0,,0,20000
 Antithesis,Maximiliaan Hendrikx,2021,1.99,"Action, Indie",0.0,,0,20000
 Ultimo Soccer UDC,Ultimo Games,2021,3.99,"Action, Casual, Indie, Sports",0.0,,0,20000
 深渊矿脉,古德模型,2021,12.99,"Action, Adventure, Indie, Massively Multiplayer, RPG, Strategy",0.0,,0,20000
 Blood Labs,Dean Ford,2021,1.99,Action,0.0,,0,20000
 Hidden Expedition: A King's Line Collector's Edition,Domini Games,2021,9.99,"Adventure, Casual",0.0,,0,20000
 「３」,"子猫三処, Cat3dokoro",2021,4.99,"Adventure, Indie",0.0,,0,20000
 Haunted Hotel: A Past Redeemed Collector's Edition,Elephant Games,2021,9.99,"Adventure, Casual",0.0,,0,20000
 Radio,xRadio.app,2021,9.99,"Audio Production, Education, Utilities, Video Production, Game Development, Early Access",0.0,,0,20000
 The New Earth,Lxy,2021,0.99,"Casual, Simulation",0.0,,0,20000
 Shape Shift Shawn Episode 1: Tale of the Transmogrified,Megalithic Mainframe,2021,7.99,"Action, Indie",0.0,,0,20000
 Ki11er Clutter,Puzzles by Joe,2021,6.99,"Casual, Indie",0.0,,0,20000
 Wing Chun Pak Sung Bo Legends,KotarosDevgame,2021,4.99,"Action, Indie, Sports",0.0,,0,20000
 邪神大陆(Evil God Land),hewei,2021,2.99,"Adventure, Indie, RPG",0.0,,20000,50000
 Prop Factory,lbdl GameStudio,2021,0.99,"Casual, Indie",0.0,,0,20000
 Nilia,4 Hats,2021,4.99,"Indie, RPG, Strategy",0.0,,20000,50000
 明途之境,3Y Studio,2021,4.99,"Adventure, Indie, Strategy, Early Access",0.0,0,0,20000
 Neondrops,Emmanuel Douge,2021,19.99,"Audio Production, Education, Utilities",0.0,,0,20000
 Faircroft's Antiques: The Forbidden Crypt,Boomzap Inc,2021,6.99,"Adventure, Casual",0.0,,0,20000
 Ruin,Blue Ink Games,2021,4.99,"Action, RPG, Simulation, Early Access",0.0,,20000,50000
 Starship,REAUME STUDIOS,2021,0.99,"Action, Indie, Early Access",0.0,0,20000,50000
 MoveUp,Voxel LLC,2021,2.99,"Casual, Indie",0.0,,0,20000
 Selfmade Devil,双星骑,2021,0.99,"Casual, Indie, Early Access",0.0,0,0,20000
 Fairy Godmother Stories: Miraculous Dream Collector's Edition,Domini Games,2021,13.99,"Adventure, Casual",0.0,,0,20000
 Lucent Bounds,Peartree Games,2021,4.99,"Adventure, Indie",0.0,,0,20000
 Mud River,Felipe Mattar,2021,2.99,"Action, Casual, Indie",0.0,,0,20000
 Alone: Recode,Fengraf,2021,7.99,"Adventure, RPG",0.0,0,0,20000
 Station 35,Lucy's Playground,2021,8.99,"Action, Indie",0.0,,0,20000
 Planet Hotpot,Attyc Games,2021,2.99,"Action, Early Access",0.0,,0,20000
 FUN Platformer,XO GAMES,2021,3.99,"Action, RPG",0.0,0,0,20000
 Eyes of the Night,Lama glama Game Company,2021,4.99,Indie,0.0,,0,20000
 Gutting Goblins!,Ciaran Shuart,2021,0.79,"Action, Casual, Indie",0.0,,0,20000
 Ghost Terminator,Mauricio Guzinski,2021,1.99,"Action, Early Access",0.0,,20000,50000
 Fantasy Sliding Puzzle 2,Lolita LineArt,2021,2.99,"Casual, Indie",0.0,,0,20000
 Lucy,SkullReaper,2021,4.99,"Adventure, Casual, Indie",0.0,,0,20000
 Haunted Game,Marcus Ferron Games,2021,4.99,"Action, Adventure, Indie",0.0,,0,20000
 Among Dots,"Octane, JKK_WORKS",2021,4.99,"Action, Indie",0.0,,0,20000
 The Cruise,"SwiftKraft, Matt101, LessThanThree, Pedro ""Angery Bear""",2021,0.99,"Action, Adventure, Casual, Indie",0.0,,50000,100000
 Last Genesis,Reno GT Young,2021,4.99,"Adventure, Indie, RPG",0.0,,0,20000
 Detective Gman,Greg Wildasin,2021,0.99,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",0.0,,20000,50000
 A Visit to Friends,Joel D.,2021,2.99,"Adventure, Indie, RPG",0.0,0,100000,200000
 Fish & Bubbles,d4rkd0s,2021,4.99,"Casual, Simulation",0.0,0,0,20000
 Para Bellum - Hold the Line,Laukaus Games,2021,17.99,"Strategy, Early Access",0.0,,0,20000
 Typeds,SimonelOfficial,2021,5.99,Action,0.0,,0,20000
 Shadow Killer,HotFoodGames,2021,2.99,Indie,0.0,0,0,20000
 Dead Tunnel,GasMask Creative,2021,1.99,"Action, Casual",0.0,,0,20000
 Live Or Die,"Diabolical, Zygobot",2021,9.99,"Action, Adventure, Indie",0.0,0,0,20000
 Pathological Tires,Inclination Games,2021,11.99,Indie,0.0,,0,20000
 重生之绝地-突突突(Rebirth-Land of Zombies),project ABC,2021,1.99,"Action, Adventure, Indie",0.0,,0,20000
 Holiday Mosaics Halloween Puzzles,Creobit,2021,4.99,Casual,0.0,,0,20000
 The Misty Tale,skR1me,2021,0.99,"Action, Adventure, Indie",0.0,,0,20000
 Cornmaze Craze,Elmok,2021,2.99,"Casual, Indie",0.0,0,0,20000
 Maze Mania: The Ultimate 3D Maze Game,Space Sheep Gaming Ltd,2021,3.99,"Action, Adventure, Strategy, in Early Access",0.0,,200000,500000
 Always The Same Nightmare,DreamVeloper Studio,2021,11.99,"Action, Adventure, Indie",0.0,,0,20000
 SquareMan,Raphael Marco Frias,2021,6.99,"Indie, Early Access",0.0,,0,20000
 Maya's Dice,"Jonah Gaynor, Snippy Nguyen",2021,4.99,"Indie, RPG, Strategy",0.0,,20000,50000
 Deformity,Andrey Larionenko,2021,7.99,"Indie, Strategy",0.0,0,0,20000
 The House,HalfLabs Studio,2021,1.99,Indie,0.0,,0,20000
 LTO Arcade,LTO Studios,2021,2.99,"Action, Casual, Sports",0.0,,0,20000
 Academy of Magic: The Great Dark Wizard's Curse,e-FunSoft Games,2021,4.49,Casual,0.0,0,0,20000
 This & Cats,Ryan Stephen,2021,9.99,"Casual, Indie, RPG, Simulation",0.0,,0,20000
 Us Against Aliens,PancakeGames,2021,9.99,"Action, Indie, Massively Multiplayer",0.0,,20000,50000
 Dragon War,QJ,2021,9.99,"Action, Indie, RPG, Simulation, Early Access",0.0,,0,20000
 Smoop Can't Sleep!,Delectable Studios,2021,0.99,"Action, Adventure, Indie",0.0,,0,20000
 Project Runner,HecThoor Entertainment,2021,10.99,"Action, Adventure, Casual, Indie, RPG, Strategy",0.0,,0,20000
 Squidoku,everythingherbs,2021,4.99,"Adventure, Casual, Indie",0.0,0,20000,50000
 Helium Electric,Noctiluca Games,2021,8.99,"Adventure, Indie, Strategy",0.0,,0,20000
