Game Name,Developer,Release year,Price,Genres,Review %,Max Reviewers,Minimum Owners,Maximum Owners
Please adopt me. # AI needs repair.,creati-bu,2020,6.99,"Adventure,Indie,Simulation",0.58,34,0,20000
Capital Simulator,JinDing Chen,2020,5.99,"Indie,Simulation,Strategy",0.61,36,0,20000
Draft Day Sports: Pro Basketball 2021,Wolverine Studios,2020,13.99,"Indie,Simulation,Sports,Strategy",0.62,32,0,20000
Easy Shooter,Funny Games,2020,0.69,"Action,Indie,Massively Multiplayer,in Early Access",0.58,29,0,20000
Last Hope on Earth,iLand Studios,2020,8.99,"Action,Adventure,Indie,RPG,Early Access",0.37,24,0,20000
Elden: Path of the Forgotten,Onerat Pty Ltd,2020,4.79,"Action,Adventure,Indie,RPG",0.48,27,0,20000
SYNAPTIC DRIVE,Thousand Games,2020,29.99,Action,0.3,68,0,20000
Magic of Autumn,Small Moons,2020,1.49,"Adventure,Indie,Strategy",1.0,22,0,20000
TaniNani,WhyKev,2020,3.99,Indie,1.0,17,0,20000
BitVault,Enigma Dragons LLC,2020,5.99,Indie,1.0,24,0,20000
10mg: Always Down,"Stuffed Wombat, Beethoven",2020,0.99,"Adventure,Indie",1.0,21,0,20000
Pillars of Dust,Retreaux Games,2020,4.68,"Adventure,Casual,Indie,RPG",0.93,15,0,20000
The Tale of Doris and the Dragon - Episode 2,Arrogant Pixel LTD,2020,9.59,"Adventure,Casual,Indie",1.0,22,20000,50000
There Was the Moon,Ben Lapid,2020,5.99,"Adventure,Casual,Indie",0.95,21,0,20000
Jigsaw Puzzle - Animals,Tribus Games Indie,2020,0.64,Casual,0.95,20,0,20000
Get Ogre It,Nintai Studios,2020,2.99,"Action,Adventure,Casual,Indie",0.93,16,50000,100000
HopBound,Darius Immanuel D. Guerrero,2020,0.89,"Action,Adventure,Indie,Simulation",0.91,23,0,20000
Bird path,Rabotiagi games,2020,0.59,"Action,Casual,Simulation,Sports",0.92,26,0,20000
Captain Sabertooth and the Magic Diamond,"Ravn Studio, Rock Pocket Games",2020,24.49,"Action,Adventure,Indie",0.94,17,0,20000
Biba`s Adventures — Hardcore Platformer,Volrest,2020,1.49,"Adventure,Indie",1.0,21,0,20000
愛神餐館MAX,Firedog Creative Company Limited,2020,18.99,"RPG,Simulation",0.94,19,0,20000
Ironheart,Choice of Games,2020,3.95,"Action,Adventure,Casual,Indie,RPG",0.87,24,0,20000
Samurai Aces,"CITY CONNECTION, Zerodiv",2020,6.99,Action,0.85,20,0,20000
Yardlings,Sokpop Collective,2020,1.49,"Indie,Strategy",0.88,26,0,20000
Area 86,SimDevs,2020,2.49,"Action,Adventure,Indie,Simulation",0.75,16,20000,50000
HyperDot,Tribe Games,2020,19.99,"Action,Casual",0.86,15,50000,100000
Rain Island,MACKINN7,2020,1.49,"Action,Casual,Indie",0.86,29,0,20000
Devil's Kiss,Size Five Games,2020,1.99,"Adventure,Casual,Indie",0.85,27,0,20000
MiniTracks,MetaCryptoGames,2020,4.99,"Casual,Indie,Racing",0.81,27,0,20000
Lunch A Palooza,Seashell Studio,2020,3.24,"Action,Casual,Indie,in Early Access",0.95,20,0,20000
Bonfire,MoaCube,2020,12.59,"Indie,RPG,Strategy,Early Access",0.8,21,0,20000
Kongfusion,ZMVR,2020,14.99,"Action,Casual,Indie,Simulation,Sports",0.76,13,0,20000
Smart Thief,indiegames3000,2020,0.49,"Casual,Indie,Simulation,Strategy",0.8,26,0,20000
ClickCells: Summer,Crew Lab,2020,0.49,"Casual,Indie",0.86,29,0,20000
Savage Vessels,KPas,2020,3.24,"Action,Indie",0.77,27,0,20000
Grayland,1DER Entertainment,2020,0.99,"Action,Adventure,Indie",0.76,21,0,20000
Chronicle: Unit Eight,"Static City Games, Vampiric Games",2020,8.99,"Action,Indie,RPG,in Early Access",0.63,22,0,20000
20 Minute Metropolis - The Action City Builder,"Dejobaan Games, LLC",2020,1.49,"Simulation,Strategy",0.7,34,0,20000
HARTS ISLAND,ben lunato,2020,0.49,"Adventure,Indie",0.62,27,0,20000
ZAAM,Alon Zubina,2020,4.99,"Adventure,Indie,Simulation",0.67,34,0,20000
Dunrog,OnionMilk,2020,11.24,"Action,Adventure,Indie,RPG",0.66,15,0,20000
Metal Commando,indiegames3000,2020,0.49,Indie,0.68,35,0,20000
Hold Out,Open Brains Studio,2020,5.94,Action,0.57,35,0,20000
Eight,Katelyst,2020,1.99,Indie,0.58,39,0,20000
Hijacker Jack : ARCADE FMV,New IDEA Games,2020,1.49,"Action,Adventure,Indie,RPG,Simulation",0.45,24,0,20000
Tower! 3D,FeelThere,2020,4.49,"Indie,Simulation",0.55,45,0,20000
Road Z : The Last Drive,Blue Moose Games,2020,3.99,"Action,Indie,Racing,Simulation",0.61,13,0,20000
PANIC STATION,Forest Games,2020,1.99,"Action,Adventure,Indie,Simulation",0.52,48,0,20000
Art of Boxing,Gold From Straw Games,2020,9.59,"Action,Casual,Simulation,Sports,Strategy,Early Access",0.39,58,0,20000
ExtraGalactica,"Digital Yogurt, Ghost Street Games LLC",2020,4.94,"Action,Adventure,Indie,Early Access",1.0,11,0,20000
Canvas Hockey,Brandon Alexander Holt,2020,2.99,"Action,Casual,Sports",1.0,18,0,20000
Intrepid Izzy,Senile Team,2020,11.39,"Action,Adventure,Indie",1.0,17,0,20000
Othello Let's Go,Studio Amateur,2020,1.69,"Casual,Indie,Strategy",1.0,19,0,20000
Paralyzed,Alexander Lahti,2020,0.99,Indie,1.0,23,0,20000
Let It Go - How to realize your dreams,Philozofia Studio,2020,9.99,"Adventure,Indie",1.0,16,0,20000
Kiki & Ana - The Child,Horror Shop,2020,1.99,RPG,1.0,23,0,20000
∀kashicverse -Malicious Wake-,Endless Shirafu,2020,9.99,"Action,Indie",0.95,22,0,20000
Axe Girl,Friendly Fire Studios,2020,0.99,"Action,Adventure,Indie",0.95,24,0,20000
Gothic Murder: Adventure That Changes Destiny,orange,2020,8.39,Adventure,0.96,27,0,20000
HoneyLand,Caio Flavio,2020,0.59,"Casual,Indie,Strategy",0.96,27,0,20000
Portable Farm,Bar Shift Games,2020,4.99,"Casual,Indie,Simulation",0.95,24,0,20000
Beyond Extinct,Crania Games,2020,9.89,"Action,Adventure,Indie,Early Access",1.0,14,0,20000
Move Code Lines,Fewjix,2020,4.49,Indie,0.92,28,0,20000
Kirakira stars idol project Nagisa,Sushi_soft,2020,6.49,"Adventure,Casual,Indie",0.85,14,0,20000
Dustoff Z,Invictus Games Ltd.,2020,5.99,Action,1.0,10,0,20000
Pets Sniper Shooting,Enaayah Software Development and Services Private Limited,2020,0.54,"Action,Adventure,Indie,RPG,Simulation,Strategy",0.94,18,0,20000
Mine Dungeon,celusis,2020,0.49,"Action,Indie",0.89,28,0,20000
Warden of the Isles,Beardlings LLC,2020,9.99,"Indie,Strategy",0.86,29,0,20000
Player's Eleven,Green Pitch Gaming,2020,11.69,"Indie,Simulation,Sports",0.86,29,0,20000
Trollhunters: Defenders of Arcadia,WayForward,2020,8.99,Action,0.88,25,0,20000
Idle Armada,Corfe83,2020,3.99,"Strategy,Early Access",0.86,29,0,20000
lil' Sherman,Dabster Entertainment,2020,1.49,Indie,0.75,16,0,20000
湛蓝星球-迷失·赛博之城,南京沐色文化创意发展有限公司,2020,3.99,"Adventure,Casual,Indie,Simulation,Strategy",0.78,23,50000,100000
Chess Knights: High Noon,Minimol Games,2020,1.79,"Casual,Strategy,Early Access",0.88,25,0,20000
Free Kick X,Seito Games,2020,0.99,"Sports,in Early Access",1.0,18,0,20000
Freedom: How I Escaped,GP Studio,2020,0.99,"Action,Adventure,Casual,Indie,Strategy,Early Access",0.81,32,0,20000
Bloom,Cyberius Dei,2020,8.99,"Action,Indie",0.78,32,0,20000
フォーチュンサモナーズ -アルチェの精霊石-,Lizsoft,2020,19.99,"Action,Indie,RPG",0.78,32,50000,100000
Faerie Solitaire Dire,Subsoap,2020,11.24,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access",0.72,25,0,20000
DriftZ,Studio Inward,2020,0.49,"Action,Casual,Indie,Simulation",0.8,26,0,20000
Book of Shadows,Enoops,2020,0.79,"Action,Adventure,Casual,Indie",0.78,33,0,20000
最后的夜晚 Babel,Babel Studio,2020,2.74,"Casual,Indie,Simulation,Strategy",0.75,33,0,20000
Nexoria: Dungeon Rogue Heroes,TERNOX,2020,1.84,"Adventure,Indie,RPG,Strategy,in Early Access",0.68,29,0,20000
Veritas,Glitch Games,2020,12.99,Adventure,0.75,28,0,20000
SpellPunk VR,Incineration Productions,2020,1.64,"Action,Adventure,Casual,Indie,Sports,Strategy,Early Access",0.7,17,20000,50000
CyberHive,Blazing Planet Studio,2020,2.99,"Adventure,Indie,RPG,Simulation,Strategy",0.74,31,0,20000
Ultimate Low Poly Pet,UltimateDesktop,2020,2.39,"Animation & Modeling,Design & Illustration,Utilities,Early Access",0.67,28,0,20000
GAG,Joshua Roland,2020,0.61,"Adventure,Casual,Indie",0.66,33,0,20000
Amulet of Time: Shadow of La Rochelle,GFI,2020,5.59,"Adventure,Casual,Indie",0.73,23,0,20000
Angry Bunny 2: Lost hole,"Tero Lunkka, Valkeala Software",2020,0.49,"Adventure,Casual,Indie",0.86,22,0,20000
Boom Blaster,BigBread,2020,2.79,"Action,Adventure,Casual,Indie",0.72,29,0,20000
Grimtale Island,Michael Schade,2020,2.99,Adventure,0.61,34,0,20000
Dark Fantasy Warriors,indiegames3000,2020,0.49,"Action,Indie,RPG",0.61,39,20000,50000
召唤与合体,Philosophy♂,2020,8.24,"Casual,Free to Play,Indie,Massively Multiplayer,Racing,RPG,Simulation,Strategy,Early Access",0.33,65,0,20000
Astral Gunners,Sati Bros,2020,11.99,"Action,Early Access",1.0,12,0,20000
BalloonBoyBob,"FreeAnimals_Software, Dnovel",2020,6.59,"Action,Adventure,Casual,Indie",1.0,21,0,20000
ROBO OH,Foxy Boxy Games,2020,1.69,Action,1.0,26,0,20000
Fishy 3D,Sokpop Collective,2020,1.49,"Action,Adventure,Indie",0.96,32,0,20000
Azalea,Rad Codex,2020,1.19,"Action,Adventure,Indie",1.0,23,0,20000
Crew 167: The Grand Block Odyssey,oddbreeze,2020,4.39,"Adventure,Casual,Indie",1.0,15,0,20000
Caffeine: Victoria's Legacy,Kikai Digital,2020,10.79,"Adventure,Indie",0.93,16,0,20000
RaidTitans,RainbowStudio,2020,4.49,"Indie,RPG,Simulation,Strategy",0.96,26,0,20000
Iwate Mountain Dance,Kirisame Jump,2020,11.99,"Action,Adventure,Indie",1.0,17,0,20000
The Adventures of Ten and Till,Toro Nishino,2020,2.99,Action,0.96,25,0,20000
House Sitter,Eric Steinberg,2020,4.99,"Adventure,Casual,Indie,Simulation",0.96,25,0,20000
Puzzle Pelago - A Drag & Drop Economy,Christopher Mielack,2020,4.99,"Casual,Indie,Simulation",0.91,23,0,20000
Aladdin - Hidden Objects Game,Crisp App Studio,2020,4.99,"Adventure,Casual,Indie",1.0,26,0,20000
Pilots Of Darsalon,Dr. Kucho! Games,2020,3.49,"Action,Indie",0.9,22,0,20000
Short Creepy Tales: 7PM,Cellar Vault Games,2020,4.99,"Adventure,Indie",0.92,25,0,20000
LA FORET DE PAGO : LA VENGEANCE DU DRAGON,Futurtech,2020,4.01,Indie,0.92,14,20000,50000
Rev,Nostalgiatree and faxdoc games,2020,3.99,"Casual,Indie,Strategy",0.92,27,0,20000
ISOLAND: The Amusement Park,Cotton Game,2020,2.0,"Adventure,Casual,Indie,Strategy",0.96,25,0,20000
Retrace,Spider Lily Studios LLC,2020,7.99,"Adventure,Indie",0.94,19,0,20000
Gizmos: Steampunk Nonograms,Oleg Sereda,2020,2.49,"Casual,Indie,Strategy",0.92,25,0,20000
My Jigsaw Adventures - A Lost Story,CCS,2020,2.49,"Casual,Indie",0.9,20,0,20000
Labyrinth Legend,Shinobi Games,2020,3.49,"Action,Indie,RPG",0.92,27,0,20000
RB: Axolotl,Actawesome,2020,3.49,Indie,0.86,23,0,20000
Test Of Courage,Just Sauce Studio,2020,2.99,"Adventure,Indie",0.88,26,0,20000
Cubic Currency,"PJ Rivas, Daniel Onstott, Hannah Marquardt, Mitchell Dixon",2020,5.99,Strategy,0.84,26,50000,100000
Coffin Rot Brewing Co.,Nooner Bear Studio LLC,2020,9.99,"Action,Casual,Indie,Simulation,Strategy",0.76,26,0,20000
Smashing Spirits: Brazil's First Boxer,Sensen Games,2020,1.59,"Action,Adventure,Indie",0.83,30,0,20000
The Last Day Defense VR,ARVI VR INC,2020,4.99,Strategy,0.81,32,0,20000
Mahasona,RAM Studios,2020,2.99,"Action,Adventure,Early Access",0.71,21,0,20000
Rusty gun,HugePixel,2020,1.59,"Action,Adventure,Indie",0.74,27,0,20000
Kilta,myTrueSound,2020,12.99,"Indie,RPG,Strategy,Early Access",0.69,23,0,20000
Don't Give Up: Not Ready to Die,Delta Arcade,2020,1.39,"Adventure,Indie,Simulation,in Early Access",0.75,33,0,20000
INTERSTELLAR PRIME,Dreamcatcher Studio,2020,9.99,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access",0.63,36,0,20000
Marble Parkour,"Tero Lunkka, Valkeala Software",2020,0.49,"Adventure,Casual,Indie",0.68,32,0,20000
Farm Day 2021,indiegames3000,2020,0.49,Indie,0.72,37,0,20000
Failspace,Hipfire Games,2020,9.99,"Action,Indie,Simulation",0.57,33,0,20000
Just Drift It !,Vencious Games,2020,0.99,"Indie,Racing,Sports,in Early Access",0.64,37,0,20000
cyan,Aged Immortals,2020,0.99,"Action,Adventure,Indie,in Early Access",0.54,35,0,20000
BiteVille,Veelhoek Studios,2020,6.99,"Action,Casual,Indie,Strategy",0.63,36,0,20000
Street Power Football,"SFL Interactive, Gamajun",2020,11.99,Sports,0.73,15,0,20000
Infini,Barnaque,2020,8.39,"Action,Adventure,Casual,Indie",1.0,18,0,20000
Ghost Dimension,Enjoy the Tale,2020,0.49,"Adventure,Casual,Indie",1.0,20,0,20000
Project:Pong,Matteo D'Alessandro,2020,0.99,"Casual,Indie",1.0,23,0,20000
Werewolves 2: Pack Mentality,Choice of Games,2020,3.95,"Adventure,Casual,Indie,RPG",0.96,29,0,20000
Fill all,Laush Dmitriy Sergeevich,2020,0.49,"Casual,Indie",0.96,27,0,20000
180 Files: The Aegis Project,Choice of Games,2020,2.99,"Adventure,Casual,Indie,RPG",0.96,29,0,20000
Shooting Arena VR,Infinity Studio,2020,12.99,"Action,Casual,Early Access",0.96,26,0,20000
Apotheker,Pine Drake Games,2020,4.99,"Casual,Indie",0.96,25,0,20000
狂潮-Staggering Through The Dark,Longxi Zhao,2020,0.99,"Adventure,Casual,Indie,RPG,Strategy",0.94,17,0,20000
Rhythmy,InsaneHawk,2020,8.99,"Action,Indie,Early Access",0.88,18,0,20000
System Invaders,Prisma Games L.L.C.,2020,4.99,"Action,Casual,Indie",0.91,12,0,20000
Weapon Hacker,Luke Rissacher,2020,9.99,"Action,Indie",0.9,20,0,20000
Shadow Gangs,JKM corp,2020,18.74,"Action,Indie",0.85,20,0,20000
My Silly Life,storkyproduct,2020,0.49,"Adventure,Indie",0.89,19,0,20000
Demonizer,Iori Branford,2020,8.99,"Action,Indie",0.94,18,0,20000
Corridors of their memories,Alkinoy,2020,2.54,"Adventure,Casual,Indie,Simulation",0.9,21,0,20000
RollerBaller,"Redkar Limited, Unknown Studios",2020,3.99,"Action,Casual,Racing",0.86,15,0,20000
Starblazer,Starcade Arcade LLC,2020,2.49,"Action,Indie,Strategy",0.81,11,0,20000
Shadow of Valhalla,Chicken Waffle,2020,9.99,"Action,Adventure,Indie,RPG,Simulation,Early Access",0.83,18,0,20000
惊奇剑士,PUPPET DEPOT GAME STUDIO,2020,3.49,"Action,Adventure,Indie,RPG",0.8,20,0,20000
Nvil,Digitalfossils Ltd,2020,29.99,Animation & Modeling,0.78,32,0,20000
王国幻境 fantastic kingdom,Yuna Studio,2020,0.83,"Adventure,Casual,Indie,RPG,Strategy",0.8,35,0,20000
Follower:Sacrifice,Dark Room Studio,2020,7.99,"Action,Adventure,Indie,RPG,in Early Access",0.72,33,0,20000
Mist Hunter,Flox Studios,2020,4.19,Action,0.71,32,0,20000
WoMen in Science,LuanaGames,2020,5.59,"Casual,Indie,RPG,Simulation,Early Access",0.75,32,0,20000
Hollow Head: Director's Cut,Rubeki,2020,1.49,"Action,Adventure,Indie",0.8,30,0,20000
Cave Digger PC Edition,VRKiwi,2020,1.49,"Adventure,Casual,Indie",0.72,33,0,20000
艾斯菲尔的谎言,imbagroup,2020,0.49,"Casual,Indie,RPG",0.72,36,0,20000
Bone Marrow,HugePixel,2020,1.59,"Adventure,Casual,Indie,Strategy",0.68,35,0,20000
Escape the City,Stephan Venhryn,2020,0.49,"Action,Indie",0.72,29,0,20000
Seasons With Furry,Snkl Studio,2020,0.49,"Casual,Indie",0.47,23,0,20000
Ray Eager,Saivs,2020,9.99,"Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Early Access",0.46,13,0,20000
Super Forklift 3000,Marcos Game Dev,2020,0.49,"Action,Indie",1.0,27,0,20000
Rivals,Tim Sheinman,2020,5.99,Indie,1.0,27,0,20000
The Cherry Orchard,Team Dogpit,2020,6.29,"Casual,Indie",1.0,24,0,20000
Dojoran - Steam Edition,Nautlander,2020,2.49,"Action,Adventure,Indie",1.0,26,0,20000
Glitch's Trip,Ransacked Studios,2020,12.99,"Action,Adventure,Indie",1.0,18,0,20000
Hi-Score Boi,Moonryse Studios,2020,0.99,"Casual,Indie,Simulation",0.96,30,0,20000
Life of Fly,EpiXR Games UG,2020,5.99,"Casual,Indie,Simulation",0.96,30,0,20000
Bob Help Them,"Gagonfe, Delta, Rhowsl",2020,1.19,"Casual,Indie,Strategy",1.0,13,0,20000
Pixross,Kenney,2020,1.99,Casual,0.95,24,0,20000
Lootbox Lyfe,Conradical Games,2020,4.99,"Adventure,Indie",0.91,23,0,20000
Drawkanoid,QCF Design,2020,2.99,"Action,Casual,Indie",0.91,23,0,20000
Four Rendezvous,Diada Novels,2020,2.99,"Adventure,Casual,Indie",0.9,21,0,20000
Hentai vs Virus: I Am Waifu,"Axyos Games, Animationary",2020,1.79,"Action,Adventure,Casual,Indie",0.9,176,0,20000
Headbangers in Holiday Hell,Vikerlane,2020,3.49,"Action,Indie",1.0,20,0,20000
Aery - Broken Memories,EpiXR Games UG,2020,7.49,"Action,Adventure,Casual,Indie,Simulation",0.93,31,0,20000
Freddy Spaghetti,Playful Pasta,2020,2.49,"Action,Adventure,Indie,Simulation",0.87,24,0,20000
Pushy and Pully in Blockland,Resistance Studio,2020,3.99,"Action,Adventure,Casual,Indie",0.9,21,0,20000
Green Elephant: Epilogue,GRüN STUDIO,2020,5.99,Indie,0.85,21,0,20000
Time Hacker,Joy Way,2020,14.99,"Action,Adventure,Casual,Indie,Simulation,Early Access",0.81,22,0,20000
Dark Prospect,CashcowGames,2020,9.59,"Action,Indie,Strategy,Early Access",0.88,26,0,20000
Shadow Puppets & Beijing opera,好几万个脑洞,2020,0.99,"Casual,RPG",0.85,20,0,20000
Kawaii Girl,MoeGame,2020,0.49,"Adventure,Casual,Indie",0.68,74,0,20000
Work Trip,Morning Shift Studios,2020,0.49,"Adventure,Casual,Indie,Simulation",0.86,23,0,20000
True Hate,Boom Games,2020,7.99,"Action,Adventure,Casual,Indie,Simulation",0.83,12,0,20000
It's Not About The End,Matheus Estevão,2020,4.99,"Adventure,Indie",0.87,33,0,20000
GOD STARFIGHTER,Nerd Commando Game Studios,2020,3.99,"Action,Adventure,Casual,Indie,RPG,in Early Access",0.84,33,0,20000
Star Souls,DrankiKets,2020,2.39,Indie,0.76,26,0,20000
The Long Gate,David Shaw,2020,9.99,"Adventure,Indie",0.85,28,0,20000
Derange,Dark Gaia Studios,2020,1.49,Adventure,0.82,23,0,20000
Lost Lands: Redemption,FIVE-BN GAMES,2020,6.99,"Adventure,Casual",0.85,35,0,20000
Animal Rescuer,Turquoise Revival Games,2020,9.74,"Action,Adventure,Indie,RPG",0.81,27,0,20000
Prehistoric Hunt,Antiproto Studios,2020,11.69,"Action,Adventure,Indie,Simulation,Early Access",0.73,34,0,20000
ZERO GUNNER 2-,"CITY CONNECTION, Zerodiv",2020,6.99,Action,0.67,31,20000,50000
StoneTide: Age of Pirates,StoneTide Entertainment,2020,4.99,"Action,Adventure,Casual,Indie,RPG",0.7,37,0,20000
Rascal Fight | 捣蛋大作战,AXE Studio,2020,3.19,"Action,Casual,Indie,Early Access",0.66,27,0,20000
Beyond This Side,Glim Games,2020,4.99,Adventure,0.51,27,0,20000
Bird Simulator,GameFlare.com,2020,4.99,"Adventure,Casual,Indie,Massively Multiplayer,Simulation,Early Access",0.65,40,0,20000
Draft Day Sports: Pro Football 2021,Wolverine Studios,2020,9.99,"Indie,Simulation,Sports,Strategy",0.58,41,0,20000
DOTFI,Open World Interactive,2020,1.99,"Action,Indie,Strategy",0.62,43,0,20000
Imagination - Online Board game,Creobit,2020,4.99,"Casual,Free to Play,Massively Multiplayer",0.64,14,0,20000
The Bluecoats: North & South,Appeal Studios,2020,8.99,"Action,Strategy",0.48,43,0,20000
Flirt,Lighthouse Games Studio,2020,1.19,"Casual,Simulation",0.48,45,0,20000
Oniria Crimes,cKolmos Game Studios,2020,5.99,"Adventure,Indie",1.0,18,20000,50000
A Lozenge,Party for Introverts,2020,1.39,"Adventure,Casual,Indie",1.0,28,0,20000
Rogue Party 2,Chris Antoni,2020,2.99,"Action,Adventure,Indie,RPG",0.87,16,0,20000
Spooky Chase,Buning Goat Studio,2020,0.99,"Action,Adventure,Casual,Indie",0.91,23,0,20000
Obsolete,Farfelu,2020,1.49,"Action,Adventure,Casual,Indie",1.0,20,0,20000
"Howdy, Jacob!",SeedBolt Studios LLC,2020,4.49,Indie,0.96,29,0,20000
Shank n' Bake,Mega Dwarf Inc.,2020,1.59,"Action,Indie",0.9,31,0,20000
Election Year Knockout,ExceptioNULL Games,2020,2.99,"Action,Indie,Sports",0.85,20,0,20000
Speedway Challenge 20,Artur Berkowski Berobasket,2020,6.99,Racing,0.9,31,0,20000
Malmyr,ziegler gamedev GbR,2020,7.49,"Indie,Simulation,Strategy",0.84,13,20000,50000
Cat Warfare,Not-So Classic Games,2020,0.0,"Action,Indie,Strategy",0.88,34,0,20000
Dwarves & Dungeons,ColorfulMaxtrix,2020,3.99,"Adventure,Casual,Indie,RPG,Strategy,Early Access",0.86,15,20000,50000
Not Dead Yet,Vincae Entretenimento,2020,8.99,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access",0.85,27,0,20000
Selfless Heroes,Félicien Brochu,2020,5.99,"Indie,Simulation,Strategy",0.81,27,0,20000
PONG Quest,Chequered Ink Ltd.,2020,7.49,"Action,Adventure,RPG",0.8,26,0,20000
RogueJack: Roguelike Blackjack,Ponywolf,2020,2.49,"Casual,Indie,RPG",0.78,28,0,20000
Locked,Redmoon Games,2020,1.29,"Casual,Indie",0.8,31,0,20000
Timeless Paradox VR,John Jiang,2020,12.99,"Action,Adventure,Indie,RPG",0.77,35,0,20000
Mystery Hotel - Hidden Object Detective Game,Crisp App Studio,2020,3.49,"Adventure,Casual,Indie",0.77,35,0,20000
The Guise,Rasul Mono,2020,0.99,"Action,Adventure,Indie",0.71,28,0,20000
Street Hero,DD Games,2020,2.09,"Action,Indie",0.73,38,20000,50000
Leaper,kazakovstudios,2020,0.49,"Adventure,Casual,Indie,Sports",0.79,34,50000,100000
Infinite Tournament Paintball,FiveTwo Studios,2020,9.99,"Action,Indie,Massively Multiplayer,Simulation,Sports,Strategy",0.66,33,0,20000
Gray Zone,EastWorks,2020,11.89,"Action,Adventure,Indie,RPG,Strategy,Early Access",0.6,28,0,20000
Starship Commander: Arcade,Human Interact,2020,1.99,"Adventure,Indie",0.64,37,0,20000
! Wild Russia !,Andreev Worlds,2020,1.99,"Action,Adventure,Casual",0.65,38,0,20000
Pangeon,Vegetable Games,2020,1.99,"Action,Adventure,Indie,RPG",0.59,44,0,20000
Fighting Clans,XOCUS,2020,7.99,"Action,Indie,Simulation,Early Access",0.69,36,0,20000
脚本塔防 Massacre Tower,Studio idiot,2020,6.99,"Indie,Massively Multiplayer,Strategy,Early Access",0.5,38,0,20000
The Button Witch,DDreams Games,2020,7.49,"Adventure,Indie",1.0,12,0,20000
Core Awaken ~Jilelen and LittleSnow~,celusis,2020,12.59,"Action,Indie",1.0,21,0,20000
BasCatball Mars: Basketball & Cat,Opala Project,2020,2.09,"Casual,Sports",1.0,28,0,20000
One Circle,r3nsen,2020,0.79,"Casual,Indie",1.0,31,0,20000
Plastris,Khud0,2020,0.49,"Casual,Indie",0.96,25,20000,50000
"About Love, Hate And The Other Ones 2","Black Pants Studio, Tobias Bilgeri",2020,3.99,"Casual,Indie",0.96,25,0,20000
Order Of The Gatekeepers,TimeSink Inc.,2020,3.99,"Action,Casual,Indie,RPG,Strategy",0.91,23,0,20000
Amy's Greenmart,Cyber Intellect Ltd,2020,5.99,"Adventure,Casual",0.95,24,0,20000
Bunny's Maze,ShortStackStudio,2020,1.05,Casual,0.93,31,0,20000
Killer Inside Us,Source Byte Sp. z o.o.,2020,1.49,"Action,Casual,Indie,Strategy",0.83,12,0,20000
Rebellion: A Rogue Souls Like,TGM,2020,3.49,"Action,Adventure,Indie,RPG,Early Access",0.9,32,0,20000
Soul Scathe,Bluelight Construct,2020,14.99,"Action,Indie,RPG,Early Access",0.87,32,0,20000
DreadStar: The Quest for Revenge,Augmented Irreality,2020,7.49,Action,0.87,24,0,20000
The Last Sky,Little Guy Games,2020,6.99,"Adventure,Casual,Indie",0.69,13,0,20000
100 RUB: Operation Global Denomination,KuKo,2020,0.49,"Adventure,Indie",0.91,23,0,20000
Red Rage,Snakebite Studios,2020,2.99,"Action,Indie",0.82,35,50000,100000
Zero Tolerance,Technopop,2020,4.19,Action,0.85,35,0,20000
Blind Spot,Unlimited Fly Games,2020,6.49,"Adventure,Indie",0.75,29,0,20000
Ghost of Tomorrow: Chapter 1,Ed Lioni,2020,1.49,"Casual,Indie,Simulation",0.8,35,0,20000
Great British Railway Journeys,Dovetail Games,2020,14.99,Simulation,0.74,39,0,20000
Hit Zero: Chronos,ZHANG FAN,2020,0.79,"Action,Indie",0.72,25,100000,200000
LesLove.Club: Emily and Sarah,LesLove.Club,2020,0.59,"Casual,Indie",0.81,33,0,20000
Call of Coronga,Luiz Felipe Da Silva Marian,2020,3.99,"Action,Adventure,Indie,Massively Multiplayer,Strategy",0.66,27,0,20000
The Trud,Matheus Antonio,2020,0.98,"Adventure,Indie",0.65,29,0,20000
Crowded Blue Dot,cys20 studio,2020,5.99,"Casual,Indie,Simulation,Strategy,Early Access",0.66,39,0,20000
Anime Wave Simulator,SeedWall,2020,0.99,"Action,Indie",0.61,44,200000,500000
DANGER! Escape Lab,"PunkPirates, Don't Bite Devs",2020,1.99,"Adventure,Indie,Simulation",0.63,46,0,20000
Find Me: Horror Game,KalaOh Games,2020,1.99,Indie,0.48,31,0,20000
Dezatopia,HEY,2020,19.99,"Action,Indie",1.0,23,0,20000
Get-A-Grip Chip,Redstart Interactive,2020,8.99,"Action,Adventure,Indie,Racing",1.0,23,0,20000
Code Romantic,prettysmart games,2020,4.99,"Adventure,Casual,Indie,Simulation",1.0,27,0,20000
Touhou : Shooting Star | 東方流星譚,星屑ラボラトリー,2020,11.39,Indie,0.92,26,0,20000
Crappy Climber,Derpmachine,2020,4.99,Adventure,0.92,27,0,20000
Dungeon Core,Talismanic Entertainment,2020,11.99,"Action,Indie,Early Access",0.89,28,0,20000
最后的大法师 光明之旅(Last Archmage Journey of Light),Flying Star Games,2020,6.99,"Adventure,RPG,Strategy",0.85,27,20000,50000
映夢 Dream,"Rising Win Tech. CO., LTD",2020,7.99,Casual,0.87,33,0,20000
