Game Name,Developer,Release year,Price,Genres,Review %,Max Reviewers,Minimum Owners,Maximum Owners
Flying Girls,SmallGameStudio,2021,2.19,"Adventure,Casual,Indie,RPG",0.84,13,0,20000
Tanuki Justice,Wonderboy Bobi,2021,5.99,"Action,Adventure,Indie",0.88,18,0,20000
Shots fired in the Dark Forest,FreeAnimals_Software,2021,1.99,"Action,Adventure,Indie",1.0,17,0,20000
Wax Museum - Seek and Find - Mystery Hidden Object Adventure,Crisp App Studio,2021,4.99,"Adventure,Casual,Indie",0.88,18,0,20000
Viy: Retold Story,"Crazy House, Discus Games",2021,5.99,Adventure,0.88,18,0,20000
Brave Hand,Heart Shaped Games LLC,2021,1.39,"Adventure,Casual,Indie,Strategy",0.81,16,0,20000
Two Leaves and a bud - Tea Garden Simulator,Flying Robot Studios,2021,6.99,"Indie,Simulation,Strategy,Early Access",0.84,19,0,20000
Retro Classix: Joe & Mac - Caveman Ninja,Data East,2021,3.49,Action,0.84,19,0,20000
Inside My Mind,FreeAnimals_Software,2021,3.99,"Action,Adventure,Casual,Indie",1.0,17,0,20000
- R E F L E C T E D -,Fluffy Brain,2021,0.54,"Casual,Indie",0.9,20,0,20000
Destroy Geometric Shapes,SG Games,2021,0.69,Casual,0.85,21,0,20000
NaGongGan Infinite,BK dddDang,2021,2.69,"Action,Indie,Early Access",0.84,19,0,20000
Magurele Mystery,Bomb Squad Games,2021,3.99,"Adventure,Casual,Indie",0.75,16,0,20000
Residual,Orangepixel,2021,19.99,"Action,Adventure,Indie",0.69,13,0,20000
MINDMIST,Dragon Landing,2021,3.19,"Adventure,Indie",0.8,20,0,20000
Soer Dolls,SoerGame,2021,0.49,"Action,Adventure,Indie",0.88,17,0,20000
星月之歌2,VVAI社,2021,2.99,"Adventure,RPG",0.8,21,0,20000
LOST BUBBLES: Sweet mates,KIMIDORI SOFT,2021,2.99,"Action,Adventure,Casual,Indie",0.81,22,0,20000
Harvested,Vashta Entertainment,2021,10.49,"Action,Strategy",0.81,16,0,20000
The Dark World: Edge of Eternity,Digital Nomad Lab,2021,1.59,"Action,Adventure,Massively Multiplayer,Early Access",0.68,16,0,20000
Boots Versus Plants,FreeAnimals_Software,2021,3.59,"Action,Adventure,Casual,Indie",0.85,20,0,20000
Internet Court,"Oh, a Rock! Studios",2021,5.94,"Casual,Indie,Simulation",0.75,16,0,20000
Hot Pot VR,"Cantarella Massimiliano, La Spina Francesco",2021,16.99,"Indie,Simulation,Early Access",0.68,16,0,20000
I Make Saints (Steam Edition),Somewhat Software,2021,2.99,Adventure,0.66,21,20000,50000
The USB Stick Found in the Grass,Marcin Borkowski,2021,9.99,Indie,0.6,20,0,20000
Still Model 3,MCGame,2021,2.49,"Indie,RPG,Simulation",0.59,22,0,20000
Happy Halloween,NL Studio,2021,0.49,"Adventure,Casual,Indie,Simulation",0.66,24,0,20000
战地指挥官/Battleboom,Battleboom Studio,2021,2.49,"Simulation,Strategy,Early Access",0.64,14,0,20000
Guardians of Hyelore,Megaglope Studios,2021,9.99,"Action,Indie,Strategy",0.61,21,0,20000
Horror Villa 恐怖撤锁,LAN JIE,2021,1.99,"Indie,Racing",0.62,24,0,20000
ПОСЛЕДНИЙ ДЕНЬ В УРЮПИНСКЕ,Flex Entertainment,2021,1.39,"Action,Adventure,Casual,Indie,RPG,Simulation",0.6,28,0,20000
Malody V,Mugzone,2021,2.99,"Casual,Indie,Simulation,Early Access",0.55,29,0,20000
JUMANJI: The Curse Returns,Marmalade Game Studio Ltd,2021,10.39,"Adventure,Casual,Indie,Simulation",0.61,26,0,20000
Battle Axe,Bitmap Bureau,2021,14.99,"Action,Adventure",0.42,26,0,20000
Barbarian Legend,Fantasy Earth,2021,9.74,"Indie,RPG,Simulation,Strategy",0.44,27,0,20000
World of Aircraft: Glider Simulator,World of Aircraft Team,2021,20.99,"Casual,Simulation",0.44,18,0,20000
Duel on Board,rebel rabbit,2021,3.99,"Action,Casual,Indie",1.0,11,0,20000
TRIOS - lofi beats / numbers to chill to,Samurai Punk,2021,5.59,Casual,1.0,18,0,20000
洞穴探险队 Caver,个人开发,2021,4.99,"Adventure,Casual,Indie,RPG,Strategy,Early Access",1.0,16,0,20000
Quest for Runia,Cykyria,2021,6.99,"Casual,Indie",1.0,14,0,20000
Explosive Candy World,"Marcos Game Dev, Brabo Game Creations",2021,2.99,"Action,Adventure,Indie",1.0,19,0,20000
ENDO,Dez Boyle,2021,3.99,"Adventure,Casual,Indie",1.0,16,0,20000
Phucker in the Ashes,"GZ Storm, Lazrool",2021,2.99,"Casual,Indie",1.0,15,0,20000
Squareometry,Xutiz Development,2021,0.89,"Casual,Indie",1.0,18,0,20000
Don't Get Bit,Canine Games,2021,5.99,Strategy,1.0,14,0,20000
Cold Heart,Guarunaut,2021,0.49,"Action,Adventure,Casual,Indie,RPG,Strategy",1.0,11,0,20000
Forest Dash,Salty Squad Games,2021,2.99,"Action,Adventure,Indie",1.0,18,0,20000
Things That Bounce and Explode,LNDFRR,2021,1.99,"Action,Indie",1.0,13,20000,50000
Wisly and the Chickens!,Dynix Studios,2021,1.99,"Adventure,Casual,Indie",1.0,17,0,20000
Dull Grey,Provodnik Games,2021,3.49,"Adventure,Indie",1.0,13,20000,50000
RC Rush,"Tea Monster Games, 4 Fun Studio",2021,14.39,"Action,Racing,Sports,Early Access",1.0,10,0,20000
SokoMatch: Lizard Saga,ShortStackStudio,2021,1.19,"Casual,Indie,Strategy",1.0,19,0,20000
Howloween Hero,Gossamer Games,2021,4.99,"Adventure,Indie",1.0,16,0,20000
Six Faces | Overpower,Boxstudio,2021,0.79,"Casual,Indie",1.0,19,0,20000
Stickit,Symfonim,2021,4.99,"Action,Adventure,Indie",1.0,13,0,20000
ROGUE SHIFT,Far-Flung Games,2021,10.49,"Action,Adventure,Indie,RPG,Early Access",0.9,10,0,20000
Astrodogs,Dynamic Media Triad,2021,7.79,"Action,Adventure,Indie",0.95,20,0,20000
The prisoner of the Night,RMAL,2021,8.49,"Adventure,Indie",1.0,11,0,20000
Bitty Engine,Tony Wang,2021,11.24,"Animation & Modeling,Design & Illustration,Education,Utilities,Game Development",0.94,18,0,20000
Dobo's Heroes,Colossus Game Studio,2021,0.79,"Adventure,Indie,Strategy",0.94,18,0,20000
Hundred Chances - The Fortress,Kaká Gamer & Dev,2021,0.59,"Action,Adventure,Casual,Indie",0.94,17,0,20000
Hyper Echelon,GangoGames LLC,2021,11.99,"Action,Indie",0.93,15,0,20000
Bibou Quest,André Bertaglia,2021,0.5,"Adventure,Casual,Indie",1.0,18,0,20000
Deadly Cosmic,"Cupana Games, Felipe Maia, Victor Luccas Frey",2021,0.87,"Action,Adventure,Indie",0.95,20,20000,50000
Planet Surf: The Last Wave,Abyssal Studios,2021,1.19,"Action,Casual,Indie,Sports",0.95,20,0,20000
Sniper Ships: Shoot'em Up on Rails,Sensen Games,2021,0.69,"Action,Casual,Indie",0.93,15,0,20000
Moons of Ardan,Pandora Technology,2021,5.39,"Simulation,Strategy,Early Access",0.94,18,0,20000
Untangle,LsGameDev,2021,4.99,"Adventure,Casual,Indie",0.9,10,0,20000
Shadows of Forbidden Gods,Bobby Two Hands,2021,19.99,"Simulation,Strategy,Early Access",0.95,20,0,20000
Castle of Shikigami 2,"Cosmo Machia, Alfa System",2021,19.99,Action,0.94,18,0,20000
Cyberpunk Fighting,LTZinc,2021,0.49,"Action,Adventure,Casual,Indie,Massively Multiplayer,Simulation,Sports,Strategy",0.95,20,0,20000
Bacon Rebellion,Nauris Amatnieks,2021,1.99,"Action,Casual,Indie",0.94,17,0,20000
Shields of Loyalty,Mosaic Mask Studio,2021,13.49,"Indie,Strategy,Early Access",0.93,15,0,20000
INCARNA: R•AI•D,Incarna Studios,2021,19.99,"Action,Adventure,Indie",0.86,15,0,20000
Destroy The Hexons,SG Games,2021,0.69,Casual,0.9,21,0,20000
PowerSlave (DOS Classic Edition),Lobotomy Software,2021,7.49,Action,0.88,18,0,20000
Ninja Frog,Cousins Factory,2021,0.69,"Casual,Indie",0.93,15,0,20000
An Un-epic story: The adventure of Enki and Tiny Freddie,Xand arts,2021,3.99,"Adventure,Casual,Indie",0.83,12,0,20000
A Curse From Beyond,Cave Ghost Games,2021,3.49,Adventure,0.89,19,0,20000
Noctambulant,Justus Yew,2021,3.74,"Adventure,Indie,Strategy",0.89,19,0,20000
Fastest Hands In The WASD,Clock Out Games,2021,2.0,"Indie,Simulation,Strategy",0.89,19,50000,100000
Catarro,Man Changing Ideas,2021,1.79,Indie,0.9,21,0,20000
Knights of the Tiny Table,Roelosaurus,2021,3.39,"Indie,RPG,Strategy",0.84,13,0,20000
Fire Dogs,Profour,2021,2.39,"Adventure,Casual,Indie,Early Access",0.85,14,0,20000
Scrapland Remastered,MercurySteam,2021,19.99,"Action,Adventure",0.82,17,0,20000
Foxen Island,gamingyourway,2021,8.99,"Adventure,Casual,Indie,Early Access",0.84,19,0,20000
FALCO AXE,FALCO Software,2021,0.49,"Adventure,Casual,Indie",1.0,18,50000,100000
Craft Craft Craft!,Musa GUNGOR,2021,2.49,"Casual,Indie,Simulation,Strategy",0.91,12,0,20000
Dead Night,LTZinc,2021,0.49,"Action,Adventure,Casual,Indie,Simulation",1.0,17,0,20000
Coin Treasures,Braincircus,2021,5.39,Casual,0.78,14,0,20000
Radio Viscera,Fire Face Corporation,2021,19.99,"Action,Indie",0.63,11,0,20000
Antiprism,Zero Fun,2021,6.11,"Action,Indie",0.8,15,0,20000
Dubstep Bird,StarSystemStudios,2021,0.58,Casual,0.82,17,0,20000
Tourney,Tusky Games,2021,10.39,Simulation,0.68,19,0,20000
The Last Hope: Zombie Defense TD,DUK Games,2021,0.99,Strategy,0.68,16,0,20000
Project META,Omnifarious Studios LLC,2021,19.99,"Action,Adventure,Early Access",0.71,21,0,20000
Little adventure,Jony Dev,2021,0.79,"Adventure,Casual,Indie,RPG",0.76,21,0,20000
Waifu vs Evil,Sweet Games,2021,0.99,"Action,Adventure,Casual,Indie,RPG,Simulation",0.66,18,0,20000
RPG: Squad battle,"Tero Lunkka, Valkeala Software",2021,0.49,"Action,Adventure,Indie",0.81,16,0,20000
Metal Heads,"Otreum Games, Nathan Francis",2021,7.55,"Action,Casual,Indie,Early Access",0.71,21,0,20000
Trashyard,Soer Game,2021,0.51,Action,0.78,23,0,20000
The hidden game society,digital2 games,2021,0.99,"Adventure,Indie",0.65,26,0,20000
Beastrun,Sokpop Collective,2021,3.24,"Casual,Indie,Simulation,Strategy",0.62,24,0,20000
Demon's Residence,Morning Shift Studios,2021,1.79,"Action,Adventure,Indie",0.64,17,0,20000
Strip Fighter 5: Chimpocon Edition,StudioS,2021,11.24,"Action,Casual",0.65,26,0,20000
BAND OF BROTHERS,Game for games,2021,0.49,"Action,Adventure,Casual",0.6,30,0,20000
MorphVOX Pro 5 - Voice Changer,Screaming Bee,2021,19.99,Audio Production,0.43,39,0,20000
Totemlands,Hobofeller,2021,6.99,"Adventure,Casual,Indie,Simulation,Early Access",1.0,14,0,20000
Twilight Memoria,Twilight,2021,3.84,"Adventure,RPG",1.0,17,20000,50000
Motor Strike: Racing Rampage,FivexGames,2021,13.99,"Action,Casual,Indie,Racing,Sports,Early Access",1.0,17,0,20000
Hexagon puzzle,Bruxão,2021,2.99,"Casual,Indie,Strategy",1.0,15,0,20000
Golden Rails: Small Town Story,Yustas Games Studio,2021,2.44,"Adventure,Casual,Indie,Strategy",1.0,14,0,20000
Vectors,Hanna Hanna Games,2021,0.89,"Casual,Indie,Strategy",1.0,19,0,20000
CHESS with LASERS,Coreffect Interactive,2021,5.39,"Casual,Indie,Strategy",1.0,12,0,20000
A Tale of Synapse: The Chaos Theories,Souris-Lab,2021,17.99,"Adventure,Casual,Indie",1.0,10,0,20000
Dark Crypt,Daisy Games,2021,5.24,Adventure,1.0,14,0,20000
Spell Swap,Teagher Studio,2021,5.59,"Action,Indie",1.0,15,0,20000
Hidden Shapes Black Skull - Jigsaw Puzzle Game,YAW Studios,2021,0.99,"Casual,Indie",1.0,17,0,20000
Dark Sheep,Daisy Games,2021,1.99,Adventure,1.0,18,0,20000
CHR$(143),Nicolas Jean,2021,2.99,"Indie,Simulation",1.0,17,0,20000
Goat's Tale,FoxSox Games,2021,3.99,"Action,Adventure,Casual,Indie,Early Access",1.0,12,0,20000
Spectrolite,"Noel Hetei, Andor Valentiny",2021,13.59,"Action,Indie",1.0,13,0,20000
Pumpkin Eater,thugzilladev,2021,0.99,"Casual,Indie",1.0,21,0,20000
Cute Dogs,КиКо,2021,0.99,Casual,1.0,19,0,20000
Mysteries Under Lake Ophelia,Bryce Bucher,2021,3.99,"Adventure,Casual",1.0,21,0,20000
Celestial Hearts,Joshua Keith,2021,4.99,"Indie,RPG",0.91,12,0,20000
The Curse of Feldar Vale,Ian C Pook,2021,4.49,"Indie,RPG,Strategy",0.95,21,0,20000
Save Iron Globe,Frameblade,2021,0.79,"Action,Adventure,Indie",0.91,12,0,20000
CAT Interstellar: Recast,Ionized Games,2021,7.99,"Adventure,Indie,Early Access",0.94,17,20000,50000
Hidden Shapes Lovely Cats - Jigsaw Puzzle Game,YAW Studios,2021,0.74,"Casual,Indie",1.0,19,0,20000
Perseverance Mission - Astronaut Charlie,"Heimo Game Studio, Bissonho",2021,0.89,Casual,0.94,19,20000,50000
Cinemoji,Gray Boss,2021,0.59,"Casual,Indie",1.0,13,0,20000
Propulsion,Chadderbox,2021,3.99,"Action,Casual",0.95,21,0,20000
The Whisperer,Studio Chien d'Or,2021,4.99,"Adventure,Indie",0.95,22,0,20000
Mr. Hopp's Manor Escape,Moonbit,2021,3.99,"Action,Strategy",0.94,19,0,20000
Spacious Snake,Giant Head,2021,0.69,"Casual,Indie,Strategy",0.95,21,0,20000
Kinetic Edge,SCT,2021,3.99,"Adventure,Casual,Indie,Racing,in Early Access",0.83,12,0,20000
Treasure Drifter: Nian,Liujiajun,2021,3.19,"Action,Adventure,Indie",0.84,13,0,20000
Teratopia,Ravegan,2021,4.49,"Action,Adventure,Indie",0.88,17,0,20000
Rotatex 2,"Dnovel, FreeAnimals_Software",2021,3.99,"Action,Adventure,Casual",1.0,18,0,20000
Yin Yang,Thedox Games,2021,0.59,"Casual,Indie",0.92,14,0,20000
Math Hero - Minimalist Puzzle,Robotizar Games,2021,0.59,"Casual,Indie,Strategy",0.9,20,0,20000
Tricky Machines,Peter Soltesz,2021,9.99,"Action,Racing,Simulation",0.87,16,0,20000
Entity Researchers,Newbuild-C,2021,11.89,"Indie,RPG,Early Access",0.9,21,20000,50000
Before the battery´s over,Parables Games,2021,0.99,"Adventure,Casual,Indie",0.9,21,0,20000
The Guardian,IT-Fun,2021,0.54,"Adventure,Casual,Indie,RPG",0.95,20,0,20000
Now you can't see me,Lyudvig Vitovskiy,2021,0.99,"Action,Indie",0.93,16,0,20000
Logic Car,Gatolab,2021,3.99,"Indie,Simulation",0.9,22,0,20000
From Earth To Heaven,EpiXR Games UG,2021,4.68,"Action,Casual,Indie,Simulation",0.9,22,0,20000
How To Bathe Your Cat: Drawing,Fractal Projects,2021,0.89,"Casual,Indie",0.9,22,0,20000
LSPLibrary,BOLUO,2021,3.99,"Photo Editing,Utilities,Early Access",0.9,22,0,20000
Where Cards Fall,The Game Band,2021,19.99,"Adventure,Indie",0.72,11,0,20000
"A Painter's Tale: Curon, 1950",Monkeys Tales Studio,2021,7.99,"Adventure,Indie",0.82,17,0,20000
Dungeons & Cocks,the Bratans,2021,3.49,"Action,Adventure,Casual,Indie,RPG",0.94,19,0,20000
Run Ralph Run,FreeAnimals_Software,2021,0.79,"Action,Adventure,Casual",0.9,22,0,20000
Outcasts of Orion,We Are Cats,2021,7.99,Strategy,0.83,18,20000,50000
iF Visual Novel Game Maker,iFAction Studio,2021,15.49,"Indie,Game Development",0.8,15,0,20000
Storm Tale 2,Green Sauce Games,2021,5.99,"Adventure,Casual,Indie",0.86,22,0,20000
The Octots Survival,SFK Game Studio,2021,12.99,"Adventure,Indie,Simulation,Early Access",0.86,22,0,20000
Claire de Lune,Tactic Studios Inc.,2021,26.79,"Adventure,Indie",0.76,17,0,20000
最末行程：胜利路19号,quan_home,2021,6.29,"Action,Adventure,Indie",0.72,11,0,20000
Fragments,codapill,2021,1.49,"Adventure,Indie",0.82,17,20000,50000
Visiting a celebrity,fusion,2021,0.79,"Adventure,Casual,Indie,RPG,Simulation,Strategy",0.82,23,0,20000
Inversion,"Dnovel, FreeAnimals_Software",2021,1.59,"Action,Adventure,Indie,in Early Access",1.0,16,0,20000
Amazing Superhero Squad,Siberian Koala,2021,4.89,"Adventure,Indie,Strategy",0.79,24,0,20000
Celerity,Gwyn Dev,2021,4.99,"Action,Casual,Indie",0.79,24,0,20000
Nuumonsters,Yanako RPGs,2021,14.99,"Adventure,Casual,RPG,Strategy,Early Access",0.64,17,0,20000
Speedy Gun Savage,Gamitronics,2021,9.99,"Action,Adventure,Indie,Early Access",0.8,21,0,20000
Inventory Manager,VidejaGames,2021,0.49,"Casual,Indie,Strategy",0.73,23,0,20000
Magical Girl Noble Rose,No Future,2021,7.99,RPG,0.75,24,0,20000
Ant Empire,Gas Lantern Games,2021,3.14,"Casual,Indie,Simulation,Strategy,in Early Access",0.7,24,0,20000
Warlike,Peter Knak,2021,3.99,"Adventure,Indie,RPG,Strategy",0.69,23,20000,50000
Line of War,LTZinc,2021,0.49,"Action,Adventure,Casual,Indie,Simulation,Sports",0.72,22,0,20000
Prank!,Seaborgium Entertainment,2021,0.49,Adventure,0.7,27,20000,50000
Horse Riding Deluxe 2,Loot Inside,2021,16.99,"Adventure,Casual,Indie,Racing,RPG,Simulation,Sports",0.64,25,0,20000
The Corpsmen,Multicell Games,2021,16.99,"Adventure,Indie,Strategy,Early Access",0.61,21,0,20000
Mini Crafty,V. Chuvilin,2021,2.49,Indie,0.68,29,0,20000
Dungeon Clicker,Tempus Studios,2021,7.19,"RPG,Early Access",0.65,26,0,20000
Virtual Hunter,Virtual Hunter,2021,14.99,"Indie,Simulation,Early Access",0.61,26,0,20000
Dungeon Girl,MCG,2021,3.49,"Adventure,Indie,RPG",0.59,27,0,20000
Jacob The Farmer,Quarlellle,2021,0.54,"Action,Adventure,Indie",0.63,19,0,20000
AMazing TD,Go4 Entertainment,2021,11.24,"Indie,Strategy",0.57,26,0,20000
BEAT ARENA,Konami Digital Entertainment,2021,23.99,Casual,0.59,32,0,20000
Loch Ness,JFi Games,2021,13.99,"Indie,Early Access",0.58,29,20000,50000
V.O.D.K.A. Open World Survival Shooter,Sweet Games,2021,0.99,"Action,Adventure,Casual,Indie,RPG,Simulation",0.4,52,0,20000
Kor,Goadstool,2021,8.99,"Adventure,Indie,RPG,Strategy",1.0,22,20000,50000
Escape Hospital-脫出 失憶病棟,白袍恐懼症,2021,11.69,"Adventure,Casual,Indie,Strategy",1.0,19,0,20000
Color Breakers,deleon,2021,10.04,"Action,Casual,Indie",1.0,10,0,20000
Bunny's Ban,ShortStackStudio,2021,1.21,Casual,1.0,21,0,20000
Cobots,Subfrost Interactive,2021,2.49,"Casual,Indie,Strategy",1.0,13,0,20000
Elemental Angel,小小游戏工作室,2021,2.19,"Adventure,Casual,Indie",1.0,16,0,20000
Army of Numbers,maou,2021,1.29,"Indie,Strategy",1.0,18,0,20000
Tyfortress: Tactical Typing,Sensen Games,2021,0.84,"Action,Indie,Simulation,Strategy",1.0,21,0,20000
Upaon: A Snake's Journey,Wired Dreams Studio,2021,1.94,"Casual,Indie",1.0,16,0,20000
Romeow: to the cracked Mars,Remix Games,2021,0.59,Casual,1.0,21,0,20000
Balcony,ํ20Studio,2021,2.79,"Casual,Indie,Simulation",1.0,14,0,20000
Let's Puzzle,Zindeaxx Games,2021,0.99,"Casual,Indie",1.0,17,0,20000
Alexio,Duck team,2021,1.99,"Adventure,Indie",0.95,22,0,20000
Light Fairytale Episode 2,neko.works,2021,7.49,"Action,Adventure,Indie,RPG,Simulation,Strategy",0.94,19,0,20000
Shutter Nyang,Project Moreum,2021,10.49,"Action,Adventure,Indie",0.92,14,0,20000
MIRAY,Poobool,2021,5.59,"Casual,Indie",1.0,16,0,20000
Jester / King,Rolling Crown,2021,9.99,"Adventure,Casual,RPG,Simulation",0.94,18,0,20000
Keeper of the Day and Night,Hosted Games,2021,3.95,"Adventure,Casual,Indie,RPG",1.0,20,0,20000
Crazy Gravity,JM Neto Game Dev,2021,0.99,"Adventure,Casual,Indie",0.95,20,0,20000
Bloody Everybody,Element Tale,2021,2.99,"Action,Adventure,Indie",0.95,22,0,20000
My University Girlfriend,Planescape Game Studio,2021,0.99,"Casual,Indie,RPG,Simulation",1.0,15,0,20000
Stack Up! (or dive trying),PixelConflict,2021,4.89,"Casual,Indie",0.88,18,0,20000
Super Sports Blast,Unfinished Pixel,2021,12.49,"Casual,Indie,Sports",0.83,12,0,20000
Arcane Arts Academy,SQRT3,2021,4.93,"Adventure,Casual,Strategy",0.89,19,0,20000
Two Legs,FreeAnimals_Software,2021,1.99,"Action,Adventure,Casual,Indie",0.95,20,0,20000
Starry Knight,Peace Blvd Games,2021,2.99,"Action,Adventure,Indie",0.9,21,0,20000
AnShi,"Andre Ledermüller, Heideland GameWorks",2021,17.99,"Action,Adventure,Casual,Indie,Simulation",0.8,10,0,20000
Crystal Raiders VR,"""Nieko""",2021,14.99,"Action,Adventure,Casual,Indie,in Early Access",0.9,11,0,20000
For Sparta,Gamecraft Studios,2021,0.79,Action,0.83,12,0,20000
Sokocat - Islands,Moraes Game Studio,2021,0.79,"Casual,Indie,Strategy",0.81,16,0,20000
Legends of Snooker: One Shot,APC STUDIO,2021,0.49,"Casual,Indie,Sports,Strategy",0.86,23,0,20000
Submarine War,Submarine Game,2021,0.79,"Action,Adventure,Indie,Simulation,Strategy",0.86,22,0,20000
Gachi Dash,BumbocsDev,2021,0.99,"Casual,Indie",1.0,16,0,20000
Trials of Wilderness,MightByte Games,2021,14.99,"Action,Adventure,Casual,Indie,Simulation,in Early Access",0.72,11,0,20000
Kitty Adventure,ImperiumGame,2021,0.99,"Adventure,Indie",0.83,24,0,20000
Cute Girls: Find Secrets,КиКо,2021,0.49,Casual,0.88,18,0,20000
Garden Of Mooj,Kcfos,2021,7.49,"Action,Adventure,Casual,Indie,Simulation,in Early Access",0.7,20,0,20000
Viking Story,LTZinc,2021,0.49,"Adventure,Casual,Indie,Simulation",0.85,21,0,20000
Squeaky Clean,Carrion Wave LLC,2021,1.99,"Indie,Simulation,Strategy",0.81,11,0,20000
Ovrlay - VR Discord Notifications,Synth Software LLC,2021,2.99,Utilities,0.76,26,0,20000
Goat over it,Kiiega,2021,2.99,"Action,Indie",0.79,24,0,20000
Armored Front: Tiger Command,AutoRotate180,2021,18.74,"Action,Indie,RPG,Simulation,Strategy,Early Access",0.7,27,0,20000
VR Hiroshima 1945,William of Oxford,2021,2.49,Adventure,0.7,27,0,20000
Hatch,Nekoromorph,2021,3.59,"Action,Adventure,Indie",0.71,28,0,20000
Dice Rollers,Amateur Sloth,2021,2.49,"Adventure,Casual,Indie",0.67,28,0,20000
Surviving West,Nemo Studios,2021,6.99,"Adventure,Indie,in Early Access",0.6,20,0,20000
Mighty Vikings,Enoops,2021,0.79,"Action,Adventure,Casual,Indie,RPG",0.7,27,0,20000
Moi Mei 2,FreeAnimals_Software,2021,1.99,"Action,Adventure,Casual,Indie",0.9,21,0,20000
Lost Angel,"Dolphin media, Intofeel Company",2021,11.99,"Action,Adventure,Simulation,Strategy",0.55,34,20000,50000
Hero Park,Fun Flavor Games,2021,12.99,Simulation,0.56,30,0,20000
THE ORIGIN: Blind Maid,Waraní Studios,2021,11.24,"Action,Indie",0.43,16,0,20000
Castle on the Coast,Big Heart Productions,2021,14.99,"Action,Adventure,Indie",1.0,11,0,20000
Of Mice and Moggies,Bippinbits,2021,2.49,Indie,1.0,13,0,20000
Mixx Island: Remix,MACKINN7,2021,1.99,"Action,Casual,Indie",1.0,21,0,20000
Starlight: Eye of the Storm,Strides Interactive Game Studio,2021,7.49,"Action,Indie,in Early Access",1.0,13,0,20000
Calturin,Lasse Zacho Malver,2021,5.59,"Action,Indie,RPG",1.0,20,0,20000
Tezz,Attack Studio,2021,0.64,Casual,1.0,20,0,20000
Big NEON Tower VS Tiny Square,Evil Objective,2021,2.49,"Action,Adventure,Indie",1.0,20,50000,100000
Blake: The Visual Novel,Ori Mees,2021,3.19,"Casual,Indie",1.0,12,0,20000
Lost in Blindness,Unseen Interactive,2021,4.99,"Action,Adventure,Indie",1.0,17,0,20000
Manufactoria 2022,PleasingFungus Games,2021,19.99,"Simulation,Early Access",1.0,20,0,20000
Sokocat - Dungeon,Moraes Game Studio,2021,0.99,"Adventure,Casual,Indie,Strategy",1.0,21,0,20000
King Bullseye: The Chess Strike,Sensen Games,2021,0.49,"Action,Casual,Indie",1.0,18,20000,50000
Color Souls,"Pickles Entertainment, Euclides Lopes",2021,1.99,Indie,1.0,22,0,20000
Leaf Me Alone,cream,2021,5.59,"Casual,Indie",1.0,17,0,20000
Mummy Sandbox,Z. Bill,2021,2.39,"Adventure,Indie",1.0,21,0,20000
Chesskoban - Chess Puzzles,Heimo Game Studio,2021,0.69,"Casual,Indie,Strategy",1.0,22,0,20000
Monster Bash HD,Emberheart Games,2021,9.99,"Action,Adventure",1.0,19,0,20000
The Labyrinth,Alexander Spillman,2021,1.24,"Adventure,Indie,RPG",0.94,19,0,20000
InfiniteCorp: Cyberpunk Story,T-Bull,2021,3.99,"Adventure,Casual,Indie,RPG,Simulation,Strategy",0.92,14,0,20000
Who Stole My Beard?,Cleardot Games,2021,4.99,"Adventure,Casual,Indie,RPG",0.95,20,0,20000
Fate of WINDSHIFT,REAL Co.Ltd,2021,7.99,"Adventure,Indie,RPG,Early Access",0.95,23,100000,200000
Parallel Shift,Insightful Games,2021,0.74,"Action,Adventure,Casual,Indie",0.94,19,0,20000
Swords & Bones,SEEP,2021,3.49,"Action,Adventure,Indie,RPG",0.94,17,0,20000
Battle for Esturia,Esturia Games,2021,4.99,"RPG,Strategy",0.95,23,0,20000
LootLite,Isoca Games,2021,3.49,Indie,0.9,10,0,20000
Legend Of The Ape,Cyfi Developers,2021,2.99,"Action,Indie",1.0,15,0,20000
Milli & Greg,2ndBoss,2021,2.99,"Action,Adventure,Casual,Indie",0.94,18,0,20000
Excidio The Kaiju Game,ZoranGameDev,2021,8.99,"Indie,Early Access",0.95,22,0,20000
There Will Be No Turkey This Christmas,Creative Hand,2021,1.59,"Casual,Indie",0.95,20,0,20000
Live by the Sword: Tactics,Labrador Studios,2021,17.49,"Indie,RPG,Strategy,Early Access",0.85,14,0,20000
Habroxia 2,Lillymo Games,2021,9.99,"Action,Indie",0.93,16,0,20000
Demons of Asteborg,"Neofid Studios, Nindo",2021,11.87,"Action,Adventure,Indie",0.88,18,0,20000
[TDA02] Muv-Luv Unlimited: THE DAY AFTER - Episode 02 REMASTERED,"aNCHOR Inc., fuzz, Inc.",2021,12.49,"Adventure,Casual",0.91,24,0,20000
The Stonks Market,Vagabond Dog,2021,2.0,"Casual,Simulation",0.9,21,0,20000
HumanOrigin : Liu Lanzhi,AmyBeryl,2021,1.79,"Action,Adventure,Indie,RPG,Early Access",0.95,22,0,20000
The Colorful Creature,Infiland,2021,2.39,"Indie,Early Access",0.88,17,0,20000
MTB Dirt,Lucas Löffel,2021,14.99,"Sports,Early Access",0.9,22,0,20000
Hepta Beats,Matheus Bigatão,2021,1.19,"Casual,Indie",1.0,15,0,20000
DOG'S DONUTS,Robotizar Games,2021,0.99,Casual,0.91,24,0,20000
One Last Memory,EpiXR Games UG,2021,6.99,"Action,Adventure,Casual,Indie,Simulation",0.91,24,0,20000
